Fecha,Estacion_mm,IMERG_v6B_mm,CR2MET_v2_mm,RFMEP_v2_mm,ERA5_mm,CHIRPS_v2_mm,TMPA-3B42v7_mm
1982-01-15,-9999,-9999,0,-9999,0.1,0,-9999
1982-01-16,-9999,-9999,0,-9999,0.19,0,-9999
1982-01-17,-9999,-9999,0,-9999,0,0,-9999
1982-01-18,-9999,-9999,0,-9999,0,0,-9999
1982-01-19,-9999,-9999,0,-9999,0,0,-9999
1982-01-20,-9999,-9999,0,-9999,0,0,-9999
1982-01-21,-9999,-9999,0,-9999,0,0,-9999
1982-01-22,-9999,-9999,0,-9999,0,0,-9999
1982-01-23,-9999,-9999,0,-9999,0.02,0,-9999
1982-01-24,-9999,-9999,0,-9999,0,0,-9999
1982-01-25,-9999,-9999,0,-9999,0,0,-9999
1982-01-26,-9999,-9999,0,-9999,0.08,0,-9999
1982-01-27,-9999,-9999,0,-9999,0.03,0,-9999
1982-01-28,-9999,-9999,0,-9999,0.01,0,-9999
1982-01-29,-9999,-9999,0,-9999,0,0,-9999
1982-01-30,-9999,-9999,0,-9999,0,0,-9999
1982-01-31,-9999,-9999,0,-9999,0,0,-9999
1982-02-01,-9999,-9999,0,-9999,3.07,0,-9999
1982-02-02,-9999,-9999,0,-9999,0.01,0,-9999
1982-02-03,-9999,-9999,0,-9999,0,0,-9999
1982-02-04,-9999,-9999,0,-9999,0,0,-9999
1982-02-05,-9999,-9999,0,-9999,0,0,-9999
1982-02-06,-9999,-9999,0,-9999,0,0,-9999
1982-02-07,-9999,-9999,0,-9999,0,0,-9999
1982-02-08,-9999,-9999,0,-9999,0,0,-9999
1982-02-09,-9999,-9999,0,-9999,0.02,0,-9999
1982-02-10,-9999,-9999,0,-9999,0,0,-9999
1982-02-11,-9999,-9999,0,-9999,0,0,-9999
1982-02-12,-9999,-9999,0,-9999,0,0,-9999
1982-02-13,-9999,-9999,0,-9999,0,0,-9999
1982-02-14,-9999,-9999,0,-9999,0,0,-9999
1982-02-15,-9999,-9999,0,-9999,0.16,0,-9999
1982-02-16,-9999,-9999,0,-9999,0.09,0,-9999
1982-02-17,-9999,-9999,0,-9999,0.16,0,-9999
1982-02-18,-9999,-9999,0,-9999,0.02,0,-9999
1982-02-19,-9999,-9999,0,-9999,0.11,0,-9999
1982-02-20,-9999,-9999,0,-9999,0.03,0,-9999
1982-02-21,-9999,-9999,0,-9999,0,0,-9999
1982-02-22,-9999,-9999,0,-9999,0.03,0,-9999
1982-02-23,-9999,-9999,0,-9999,0.33,0,-9999
1982-02-24,-9999,-9999,0,-9999,0.6,0,-9999
1982-02-25,-9999,-9999,0,-9999,0.01,0,-9999
1982-02-26,-9999,-9999,0,-9999,0.12,0,-9999
1982-02-27,-9999,-9999,0,-9999,0,0,-9999
1982-02-28,-9999,-9999,0,-9999,0.12,0,-9999
1982-03-01,-9999,-9999,0,-9999,0,0,-9999
1982-03-02,-9999,-9999,0,-9999,0,0,-9999
1982-03-03,-9999,-9999,0,-9999,0,0,-9999
1982-03-04,-9999,-9999,0,-9999,0.32,0,-9999
1982-03-05,-9999,-9999,0,-9999,0.05,0,-9999
1982-03-06,-9999,-9999,0,-9999,0.01,0,-9999
1982-03-07,-9999,-9999,0,-9999,1.15,0,-9999
1982-03-08,-9999,-9999,0,-9999,0.3,0,-9999
1982-03-09,-9999,-9999,0,-9999,0,0,-9999
1982-03-10,-9999,-9999,0,-9999,0,0,-9999
1982-03-11,-9999,-9999,0,-9999,0,0,-9999
1982-03-12,-9999,-9999,0,-9999,0,0,-9999
1982-03-13,-9999,-9999,0,-9999,0,0,-9999
1982-03-14,-9999,-9999,0,-9999,0,0,-9999
1982-03-15,-9999,-9999,0,-9999,0.03,0,-9999
1982-03-16,-9999,-9999,0,-9999,0,0,-9999
1982-03-17,-9999,-9999,0,-9999,0,0,-9999
1982-03-18,-9999,-9999,0,-9999,0,0,-9999
1982-03-19,-9999,-9999,0,-9999,0,0,-9999
1982-03-20,-9999,-9999,0,-9999,0,0,-9999
1982-03-21,-9999,-9999,0,-9999,0,0,-9999
1982-03-22,-9999,-9999,0,-9999,0,0,-9999
1982-03-23,-9999,-9999,0,-9999,0,0,-9999
1982-03-24,-9999,-9999,4.83,-9999,7.68,0,-9999
1982-03-25,-9999,-9999,11.31,-9999,18.01,0,-9999
1982-03-26,-9999,-9999,0,-9999,0,0,-9999
1982-03-27,-9999,-9999,0,-9999,0,0,-9999
1982-03-28,-9999,-9999,0,-9999,0,0,-9999
1982-03-29,-9999,-9999,0,-9999,0,0,-9999
1982-03-30,-9999,-9999,0,-9999,0,0,-9999
1982-03-31,-9999,-9999,0,-9999,0,0,-9999
1982-04-01,-9999,-9999,0,-9999,0.19,0,-9999
1982-04-02,-9999,-9999,0,-9999,0.07,0,-9999
1982-04-03,-9999,-9999,0,-9999,0,0,-9999
1982-04-04,-9999,-9999,0,-9999,0,0,-9999
1982-04-05,-9999,-9999,0,-9999,0,0,-9999
1982-04-06,-9999,-9999,0,-9999,0,0,-9999
1982-04-07,-9999,-9999,0,-9999,0,0,-9999
1982-04-08,-9999,-9999,0,-9999,0,0,-9999
1982-04-09,-9999,-9999,0,-9999,0,0,-9999
1982-04-10,-9999,-9999,0,-9999,0,0,-9999
1982-04-11,-9999,-9999,0,-9999,0.34,0,-9999
1982-04-12,-9999,-9999,0,-9999,0.06,0,-9999
1982-04-13,-9999,-9999,0,-9999,0.54,0,-9999
1982-04-14,-9999,-9999,0,-9999,0.06,7.41,-9999
1982-04-15,-9999,-9999,0,-9999,0,0,-9999
1982-04-16,-9999,-9999,0,-9999,0,0,-9999
1982-04-17,-9999,-9999,2.13,-9999,2.78,0,-9999
1982-04-18,-9999,-9999,0,-9999,0.19,0,-9999
1982-04-19,-9999,-9999,0,-9999,0,0,-9999
1982-04-20,-9999,-9999,0,-9999,0,0,-9999
1982-04-21,-9999,-9999,0,-9999,0,0,-9999
1982-04-22,-9999,-9999,0,-9999,0.26,0,-9999
1982-04-23,-9999,-9999,0,-9999,0,0,-9999
1982-04-24,-9999,-9999,0,-9999,0,0,-9999
1982-04-25,-9999,-9999,0,-9999,0,0,-9999
1982-04-26,-9999,-9999,0,-9999,0,0,-9999
1982-04-27,-9999,-9999,0,-9999,0,0,-9999
1982-04-28,-9999,-9999,0,-9999,0,0,-9999
1982-04-29,-9999,-9999,0,-9999,0.01,0,-9999
1982-04-30,-9999,-9999,0,-9999,0.51,0,-9999
1982-05-01,-9999,-9999,0,-9999,0.08,0,-9999
1982-05-02,-9999,-9999,0,-9999,0,0,-9999
1982-05-03,-9999,-9999,0,-9999,0.02,0,-9999
1982-05-04,-9999,-9999,0,-9999,0,0,-9999
1982-05-05,-9999,-9999,0,-9999,0,0,-9999
1982-05-06,-9999,-9999,0,-9999,0,8.89,-9999
1982-05-07,-9999,-9999,6.28,-9999,6.32,8.89,-9999
1982-05-08,-9999,-9999,29.91,-9999,33.39,26.68,-9999
1982-05-09,-9999,-9999,19.82,-9999,22.93,0,-9999
1982-05-10,-9999,-9999,10.85,-9999,12.71,8.89,-9999
1982-05-11,-9999,-9999,4.67,-9999,4.17,0,-9999
1982-05-12,-9999,-9999,18.08,-9999,21.64,7.94,-9999
1982-05-13,-9999,-9999,0,-9999,0,0,-9999
1982-05-14,-9999,-9999,0,-9999,0,3.97,-9999
1982-05-15,-9999,-9999,0,-9999,0.11,11.92,-9999
1982-05-16,-9999,-9999,9.97,-9999,13.98,9.32,-9999
1982-05-17,-9999,-9999,0,-9999,0,0,-9999
1982-05-18,-9999,-9999,0,-9999,0,0,-9999
1982-05-19,-9999,-9999,0,-9999,1.6,0,-9999
1982-05-20,-9999,-9999,0,-9999,0,0,-9999
1982-05-21,-9999,-9999,0,-9999,0.01,0,-9999
1982-05-22,-9999,-9999,0,-9999,0,3.58,-9999
1982-05-23,-9999,-9999,0,-9999,0,0,-9999
1982-05-24,-9999,-9999,0,-9999,0,0,-9999
1982-05-25,-9999,-9999,0,-9999,0,0,-9999
1982-05-26,-9999,-9999,0,-9999,0,0,-9999
1982-05-27,-9999,-9999,0,-9999,0,0,-9999
1982-05-28,-9999,-9999,0,-9999,0,0,-9999
1982-05-29,-9999,-9999,0,-9999,0,0,-9999
1982-05-30,-9999,-9999,0,-9999,0,0,-9999
1982-05-31,-9999,-9999,0,-9999,1.14,0,-9999
1982-06-01,-9999,-9999,0,-9999,0.45,4.48,-9999
1982-06-02,-9999,-9999,0,-9999,0.17,8.95,-9999
1982-06-03,-9999,-9999,0,-9999,0,0,-9999
1982-06-04,-9999,-9999,3.79,-9999,4.38,0,-9999
1982-06-05,-9999,-9999,9.71,-9999,13.61,0,-9999
1982-06-06,-9999,-9999,0,-9999,0.02,4.66,-9999
1982-06-07,-9999,-9999,0,-9999,0.04,0,-9999
1982-06-08,-9999,-9999,0,-9999,2.44,13.97,-9999
1982-06-09,-9999,-9999,0,-9999,0.44,4.66,-9999
1982-06-10,-9999,-9999,15.98,-9999,20.73,9.31,-9999
1982-06-11,-9999,-9999,12.15,-9999,17.64,19.7,-9999
1982-06-12,-9999,-9999,27.83,-9999,32.5,6.57,-9999
1982-06-13,-9999,-9999,43.73,-9999,55.95,13.14,-9999
1982-06-14,-9999,-9999,0,-9999,0.92,0,-9999
1982-06-15,-9999,-9999,0,-9999,0.04,0,-9999
1982-06-16,-9999,-9999,0,-9999,0,14.49,-9999
1982-06-17,-9999,-9999,0,-9999,1.6,0,-9999
1982-06-18,-9999,-9999,30.7,-9999,32.4,0,-9999
1982-06-19,-9999,-9999,26.23,-9999,41.02,14.49,-9999
1982-06-20,-9999,-9999,0,-9999,3.28,0,-9999
1982-06-21,-9999,-9999,0,-9999,0,0,-9999
1982-06-22,-9999,-9999,0,-9999,1.45,0,-9999
1982-06-23,-9999,-9999,18.91,-9999,26.26,11.84,-9999
1982-06-24,-9999,-9999,21.45,-9999,29.39,6.77,-9999
1982-06-25,-9999,-9999,19.06,-9999,26.71,5.92,-9999
1982-06-26,-9999,-9999,53.08,-9999,66.7,74.23,-9999
1982-06-27,-9999,-9999,32.86,-9999,45.95,24.74,-9999
1982-06-28,-9999,-9999,0,-9999,0.62,0,-9999
1982-06-29,-9999,-9999,0,-9999,0.02,0,-9999
1982-06-30,-9999,-9999,0,-9999,0,0,-9999
1982-07-01,-9999,-9999,0,-9999,0,0,-9999
1982-07-02,-9999,-9999,0,-9999,0.49,0,-9999
1982-07-03,-9999,-9999,0,-9999,0.04,5.46,-9999
1982-07-04,-9999,-9999,0,-9999,3.07,0,-9999
1982-07-05,-9999,-9999,0,-9999,0.63,5.46,-9999
1982-07-06,-9999,-9999,0,-9999,0.04,0,-9999
1982-07-07,-9999,-9999,0,-9999,0.26,7.68,-9999
1982-07-08,-9999,-9999,3.87,-9999,7.36,17.56,-9999
1982-07-09,-9999,-9999,0,-9999,1.34,0,-9999
1982-07-10,-9999,-9999,0,-9999,0,0,-9999
1982-07-11,-9999,-9999,0,-9999,4.42,0,-9999
1982-07-12,-9999,-9999,0,-9999,0.07,0,-9999
1982-07-13,-9999,-9999,0,-9999,0,0,-9999
1982-07-14,-9999,-9999,7.17,-9999,7.11,17.98,-9999
1982-07-15,-9999,-9999,26.37,-9999,32.8,17.98,-9999
1982-07-16,-9999,-9999,37.07,-9999,54.44,28.99,-9999
1982-07-17,-9999,-9999,5.38,-9999,4.4,6.17,-9999
1982-07-18,-9999,-9999,0,-9999,2.33,4.65,-9999
1982-07-19,-9999,-9999,4.16,-9999,6.71,1.29,-9999
1982-07-20,-9999,-9999,3.71,-9999,4.1,0,-9999
1982-07-21,-9999,-9999,0,-9999,2.04,5.43,-9999
1982-07-22,-9999,-9999,0,-9999,0.13,0,-9999
1982-07-23,-9999,-9999,0,-9999,0.74,0,-9999
1982-07-24,-9999,-9999,0,-9999,0,16.3,-9999
1982-07-25,-9999,-9999,2.98,-9999,4.36,32.59,-9999
1982-07-26,-9999,-9999,2.79,-9999,4.79,32.26,-9999
1982-07-27,-9999,-9999,4.52,-9999,7.28,4.61,-9999
1982-07-28,-9999,-9999,0,-9999,0,0,-9999
1982-07-29,-9999,-9999,0,-9999,0,0,-9999
1982-07-30,-9999,-9999,0,-9999,0,0,-9999
1982-07-31,-9999,-9999,0,-9999,0,0,-9999
1982-08-01,-9999,-9999,0,-9999,0,0,-9999
1982-08-02,-9999,-9999,0,-9999,0.02,0,-9999
1982-08-03,-9999,-9999,1.88,-9999,2.75,3.51,-9999
1982-08-04,-9999,-9999,0,-9999,2.86,3.51,-9999
1982-08-05,-9999,-9999,0,-9999,1.36,7.03,-9999
1982-08-06,-9999,-9999,0,-9999,0.12,0,-9999
1982-08-07,-9999,-9999,0,-9999,0,0,-9999
1982-08-08,-9999,-9999,0,-9999,0,0,-9999
1982-08-09,-9999,-9999,0,-9999,0,0,-9999
1982-08-10,-9999,-9999,0,-9999,0,2.52,-9999
1982-08-11,-9999,-9999,0,-9999,5.51,0,-9999
1982-08-12,-9999,-9999,50.63,-9999,68.53,0,-9999
1982-08-13,-9999,-9999,6.73,-9999,9.38,0,-9999
1982-08-14,-9999,-9999,0,-9999,0,0,-9999
1982-08-15,-9999,-9999,0,-9999,0,0,-9999
1982-08-16,-9999,-9999,0,-9999,0,0,-9999
1982-08-17,-9999,-9999,0,-9999,0,0,-9999
1982-08-18,-9999,-9999,0,-9999,0,0,-9999
1982-08-19,-9999,-9999,0,-9999,0,0,-9999
1982-08-20,-9999,-9999,0,-9999,0,3.11,-9999
1982-08-21,-9999,-9999,0,-9999,0,0,-9999
1982-08-22,-9999,-9999,0,-9999,0.11,1.31,-9999
1982-08-23,-9999,-9999,0,-9999,0.16,2.61,-9999
1982-08-24,-9999,-9999,3.28,-9999,3.45,3.92,-9999
1982-08-25,-9999,-9999,2.21,-9999,3.65,7.84,-9999
1982-08-26,-9999,-9999,0,-9999,1,0,-9999
1982-08-27,-9999,-9999,5.1,-9999,9.96,0,-9999
1982-08-28,-9999,-9999,0,-9999,3.36,7.13,-9999
1982-08-29,-9999,-9999,0,-9999,0,7.13,-9999
1982-08-30,-9999,-9999,0,-9999,0,0,-9999
1982-08-31,-9999,-9999,0,-9999,0,0,-9999
1982-09-01,-9999,-9999,0,-9999,0,0,-9999
1982-09-02,-9999,-9999,0,-9999,0.57,0,-9999
1982-09-03,-9999,-9999,0,-9999,0.68,0,-9999
1982-09-04,-9999,-9999,0,-9999,0,0,-9999
1982-09-05,-9999,-9999,0,-9999,0,0,-9999
1982-09-06,-9999,-9999,0,-9999,0,0,-9999
1982-09-07,-9999,-9999,0,-9999,0.01,0,-9999
1982-09-08,-9999,-9999,1.68,-9999,7.74,0,-9999
1982-09-09,-9999,-9999,7.27,-9999,17.25,0,-9999
1982-09-10,-9999,-9999,0,-9999,2.21,0,-9999
1982-09-11,-9999,-9999,0,-9999,2.17,0,-9999
1982-09-12,-9999,-9999,6.7,-9999,8.84,3.32,-9999
1982-09-13,-9999,-9999,11.01,-9999,14.57,6.65,-9999
1982-09-14,-9999,-9999,14.53,-9999,23.01,0,-9999
1982-09-15,-9999,-9999,2.04,-9999,5.11,0,-9999
1982-09-16,-9999,-9999,0,-9999,2,0,-9999
1982-09-17,-9999,-9999,0,-9999,0.13,0,-9999
1982-09-18,-9999,-9999,0,-9999,2.04,0,-9999
1982-09-19,-9999,-9999,0,-9999,10.82,0,-9999
1982-09-20,-9999,-9999,2.02,-9999,7.95,0,-9999
1982-09-21,-9999,-9999,0,-9999,2.26,0,-9999
1982-09-22,-9999,-9999,7.92,-9999,16.48,0,-9999
1982-09-23,-9999,-9999,3.23,-9999,9.89,0,-9999
1982-09-24,-9999,-9999,0,-9999,0.05,0,-9999
1982-09-25,-9999,-9999,0,-9999,4.12,0,-9999
1982-09-26,-9999,-9999,2.96,-9999,10.18,0,-9999
1982-09-27,-9999,-9999,0,-9999,3.26,0,-9999
1982-09-28,-9999,-9999,4.26,-9999,9.01,5.27,-9999
1982-09-29,-9999,-9999,16.86,-9999,27.92,5.27,-9999
1982-09-30,-9999,-9999,11.79,-9999,22.08,0,-9999
1982-10-01,-9999,-9999,0,-9999,0.13,0,-9999
1982-10-02,-9999,-9999,0,-9999,0.16,0,-9999
1982-10-03,-9999,-9999,0,-9999,2.69,0,-9999
1982-10-04,-9999,-9999,0,-9999,0.06,0,-9999
1982-10-05,-9999,-9999,0,-9999,0.31,0,-9999
1982-10-06,-9999,-9999,0,-9999,1.02,0,-9999
1982-10-07,-9999,-9999,0,-9999,0.14,0,-9999
1982-10-08,-9999,-9999,0,-9999,0.06,0,-9999
1982-10-09,-9999,-9999,0,-9999,0.08,0,-9999
1982-10-10,-9999,-9999,0,-9999,0,0,-9999
1982-10-11,-9999,-9999,0,-9999,1.19,0,-9999
1982-10-12,-9999,-9999,0,-9999,0.04,0,-9999
1982-10-13,-9999,-9999,0,-9999,0,0,-9999
1982-10-14,-9999,-9999,0,-9999,0.31,0,-9999
1982-10-15,-9999,-9999,0,-9999,0.88,0,-9999
1982-10-16,-9999,-9999,4.56,-9999,10.35,0,-9999
1982-10-17,-9999,-9999,0,-9999,0.09,2.41,-9999
1982-10-18,-9999,-9999,0,-9999,0,0,-9999
1982-10-19,-9999,-9999,0,-9999,2.26,0,-9999
1982-10-20,-9999,-9999,0,-9999,1.83,0,-9999
1982-10-21,-9999,-9999,15.2,-9999,25.43,0,-9999
1982-10-22,-9999,-9999,6.06,-9999,9.07,3.16,-9999
1982-10-23,-9999,-9999,0,-9999,0.84,0,-9999
1982-10-24,-9999,-9999,0,-9999,0.62,0,-9999
1982-10-25,-9999,-9999,0,-9999,0,0,-9999
1982-10-26,-9999,-9999,0,-9999,0,0,-9999
1982-10-27,-9999,-9999,0,-9999,0,0,-9999
1982-10-28,-9999,-9999,0,-9999,0,0,-9999
1982-10-29,-9999,-9999,0,-9999,0,0,-9999
1982-10-30,-9999,-9999,0,-9999,0,0,-9999
1982-10-31,-9999,-9999,0,-9999,1.76,0,-9999
1982-11-01,-9999,-9999,0,-9999,4.16,0,-9999
1982-11-02,-9999,-9999,0,-9999,0.17,0,-9999
1982-11-03,-9999,-9999,0,-9999,0,0,-9999
1982-11-04,-9999,-9999,0,-9999,0.44,0,-9999
1982-11-05,-9999,-9999,0,-9999,0.02,0,-9999
1982-11-06,-9999,-9999,0,-9999,0.33,0,-9999
1982-11-07,-9999,-9999,0,-9999,0,0,-9999
1982-11-08,-9999,-9999,0,-9999,0.12,0,-9999
1982-11-09,-9999,-9999,0,-9999,0,0,-9999
1982-11-10,-9999,-9999,0,-9999,0.13,0,-9999
1982-11-11,-9999,-9999,0,-9999,0,0,-9999
1982-11-12,-9999,-9999,0,-9999,0.11,0,-9999
1982-11-13,-9999,-9999,0,-9999,0.02,0,-9999
1982-11-14,-9999,-9999,0,-9999,0,0,-9999
1982-11-15,-9999,-9999,0,-9999,0,0,-9999
1982-11-16,-9999,-9999,0,-9999,0,0,-9999
1982-11-17,-9999,-9999,0,-9999,0,0,-9999
1982-11-18,-9999,-9999,0,-9999,0,0,-9999
1982-11-19,-9999,-9999,0,-9999,0,0,-9999
1982-11-20,-9999,-9999,0,-9999,0,0,-9999
1982-11-21,-9999,-9999,0,-9999,0,0,-9999
1982-11-22,-9999,-9999,0,-9999,0.92,0,-9999
1982-11-23,-9999,-9999,0,-9999,0.01,0,-9999
1982-11-24,-9999,-9999,0,-9999,0.01,0,-9999
1982-11-25,-9999,-9999,0,-9999,0,0,-9999
1982-11-26,-9999,-9999,0,-9999,0,0,-9999
1982-11-27,-9999,-9999,0,-9999,0,0,-9999
1982-11-28,-9999,-9999,0,-9999,0,0,-9999
1982-11-29,-9999,-9999,0,-9999,0,0,-9999
1982-11-30,-9999,-9999,0,-9999,0,0,-9999
1982-12-01,-9999,-9999,0,-9999,0,0,-9999
1982-12-02,-9999,-9999,0,-9999,0,0,-9999
1982-12-03,-9999,-9999,0,-9999,0.04,0,-9999
1982-12-04,-9999,-9999,0,-9999,0.73,0,-9999
1982-12-05,-9999,-9999,0,-9999,0.1,0,-9999
1982-12-06,-9999,-9999,0,-9999,0,0,-9999
1982-12-07,-9999,-9999,0,-9999,0,0,-9999
1982-12-08,-9999,-9999,0,-9999,0,0,-9999
1982-12-09,-9999,-9999,0,-9999,0.2,0,-9999
1982-12-10,-9999,-9999,0,-9999,0.48,0,-9999
1982-12-11,-9999,-9999,0,-9999,0.52,0,-9999
1982-12-12,-9999,-9999,0,-9999,0.42,0,-9999
1982-12-13,-9999,-9999,0,-9999,0.19,0,-9999
1982-12-14,-9999,-9999,0,-9999,0,0,-9999
1982-12-15,-9999,-9999,0,-9999,0,0,-9999
1982-12-16,-9999,-9999,0,-9999,0.01,0,-9999
1982-12-17,-9999,-9999,0,-9999,0.02,0,-9999
1982-12-18,-9999,-9999,0,-9999,0.06,0,-9999
1982-12-19,-9999,-9999,0,-9999,0,0,-9999
1982-12-20,-9999,-9999,0,-9999,0,0,-9999
1982-12-21,-9999,-9999,0,-9999,0.28,0,-9999
1982-12-22,-9999,-9999,0,-9999,0,0,-9999
1982-12-23,-9999,-9999,0,-9999,0,0,-9999
1982-12-24,-9999,-9999,0,-9999,0,0,-9999
1982-12-25,-9999,-9999,0,-9999,0,0,-9999
1982-12-26,-9999,-9999,0,-9999,0,0,-9999
1982-12-27,-9999,-9999,0,-9999,0.07,0,-9999
1982-12-28,-9999,-9999,0,-9999,0.13,0,-9999
1982-12-29,-9999,-9999,0,-9999,0.01,0,-9999
1982-12-30,-9999,-9999,0,-9999,0,0,-9999
1982-12-31,-9999,-9999,0,-9999,0,0,-9999
1983-01-01,-9999,-9999,0,0,0,0,-9999
1983-01-02,-9999,-9999,0,0,0.1,0,-9999
1983-01-03,-9999,-9999,0,0,0.02,0,-9999
1983-01-04,-9999,-9999,0,0,0,0,-9999
1983-01-05,-9999,-9999,0,0,0,0,-9999
1983-01-06,-9999,-9999,0,0,0,0,-9999
1983-01-07,-9999,-9999,0,0,0.62,0,-9999
1983-01-08,-9999,-9999,0,0,0.01,0,-9999
1983-01-09,-9999,-9999,0,0.14,0.08,0,-9999
1983-01-10,-9999,-9999,0,0.76,0,0,-9999
1983-01-11,-9999,-9999,1.57,6.19,3.13,0,-9999
1983-01-12,-9999,-9999,1.83,0.19,1.53,0,-9999
1983-01-13,-9999,-9999,0.38,0.02,0.94,0,-9999
1983-01-14,-9999,-9999,0,0,0,0,-9999
1983-01-15,-9999,-9999,0,0,0.01,0,-9999
1983-01-16,-9999,-9999,0,0,2.33,0,-9999
1983-01-17,-9999,-9999,0,0,0.35,0,-9999
1983-01-18,-9999,-9999,0,0,0,0,-9999
1983-01-19,-9999,-9999,0,0,0,0,-9999
1983-01-20,-9999,-9999,0,0,0,0,-9999
1983-01-21,-9999,-9999,0,0,0,0,-9999
1983-01-22,-9999,-9999,0,0.01,0,0,-9999
1983-01-23,-9999,-9999,0,0.01,0.01,0,-9999
1983-01-24,-9999,-9999,0,0.03,0.02,0,-9999
1983-01-25,-9999,-9999,0,0.02,0,0,-9999
1983-01-26,-9999,-9999,0,0,0,0,-9999
1983-01-27,-9999,-9999,0,0,0,0,-9999
1983-01-28,-9999,-9999,0,0.03,0,0,-9999
1983-01-29,-9999,-9999,0,1.56,0.65,0.06,-9999
1983-01-30,-9999,-9999,0,0,0.15,0,-9999
1983-01-31,-9999,-9999,0,0,0,0,-9999
1983-02-01,-9999,-9999,0,0,0,0,-9999
1983-02-02,-9999,-9999,0,0,0,0,-9999
1983-02-03,-9999,-9999,0,0,0,0,-9999
1983-02-04,-9999,-9999,0,0,0,0,-9999
1983-02-05,-9999,-9999,0,0,0,0,-9999
1983-02-06,-9999,-9999,0,0,0,0,-9999
1983-02-07,-9999,-9999,0,0.02,0,0,-9999
1983-02-08,-9999,-9999,0,0,0.05,0,-9999
1983-02-09,-9999,-9999,0,0,0,0,-9999
1983-02-10,-9999,-9999,0,0,0.03,0,-9999
1983-02-11,-9999,-9999,0,0,0,0,-9999
1983-02-12,-9999,-9999,0,0,0,0,-9999
1983-02-13,-9999,-9999,0,0.17,0.5,0,-9999
1983-02-14,-9999,-9999,2.39,0.77,1.41,0,-9999
1983-02-15,-9999,-9999,0,0,0.02,0,-9999
1983-02-16,-9999,-9999,0,0,0,0,-9999
1983-02-17,-9999,-9999,0,0,0,0,-9999
1983-02-18,-9999,-9999,0,0,0,0,-9999
1983-02-19,-9999,-9999,0,0,0,0,-9999
1983-02-20,-9999,-9999,0,0,0,0,-9999
1983-02-21,-9999,-9999,0,0,0,0,-9999
1983-02-22,-9999,-9999,0,0.01,0,0,-9999
1983-02-23,-9999,-9999,0,0,0,0,-9999
1983-02-24,-9999,-9999,0,0,0,0,-9999
1983-02-25,-9999,-9999,0,0,0,0,-9999
1983-02-26,-9999,-9999,0,0,0,0,-9999
1983-02-27,-9999,-9999,0,0,0,0,-9999
1983-02-28,-9999,-9999,0,0,0,0,-9999
1983-03-01,-9999,-9999,0,0,0.03,0,-9999
1983-03-02,-9999,-9999,0,0,0.31,0,-9999
1983-03-03,-9999,-9999,0,0,0,0,-9999
1983-03-04,-9999,-9999,0,0,0,0,-9999
1983-03-05,-9999,-9999,0,0.01,0.01,0,-9999
1983-03-06,-9999,-9999,0,0,0.17,0,-9999
1983-03-07,-9999,-9999,0,0,0,0,-9999
1983-03-08,-9999,-9999,0,0,0,0,-9999
1983-03-09,-9999,-9999,0,0,0,0,-9999
1983-03-10,-9999,-9999,0,0,0,0,-9999
1983-03-11,-9999,-9999,0,0,0,0,-9999
1983-03-12,-9999,-9999,0,0,0,0,-9999
1983-03-13,-9999,-9999,0,0,0,0,-9999
1983-03-14,-9999,-9999,0,0,0,0,-9999
1983-03-15,-9999,-9999,0,0,0.01,0,-9999
1983-03-16,-9999,-9999,0,0,0,0,-9999
1983-03-17,-9999,-9999,0,0,0,0,-9999
1983-03-18,-9999,-9999,0,0,0,0,-9999
1983-03-19,-9999,-9999,0,0,0,0,-9999
1983-03-20,-9999,-9999,0,0,0,0,-9999
1983-03-21,-9999,-9999,0,0,0.01,0,-9999
1983-03-22,-9999,-9999,0,0,0,0,-9999
1983-03-23,-9999,-9999,0,0,0,0,-9999
1983-03-24,-9999,-9999,0,0,0.14,0,-9999
1983-03-25,-9999,-9999,0,0.01,0.08,0,-9999
1983-03-26,-9999,-9999,0,0.01,0.06,0,-9999
1983-03-27,-9999,-9999,0,0,0,0,-9999
1983-03-28,-9999,-9999,0,0,0,0,-9999
1983-03-29,-9999,-9999,0,0,0,0,-9999
1983-03-30,-9999,-9999,0,0.01,0,0,-9999
1983-03-31,-9999,-9999,0,0,0,0,-9999
1983-04-01,-9999,-9999,2.55,0.01,1.88,0,-9999
1983-04-02,-9999,-9999,0,0,1.45,0,-9999
1983-04-03,-9999,-9999,0,0,0.13,0,-9999
1983-04-04,-9999,-9999,0,0,0,0,-9999
1983-04-05,-9999,-9999,0,0,0,0,-9999
1983-04-06,-9999,-9999,0,0,0,0,-9999
1983-04-07,-9999,-9999,0,0,0,0,-9999
1983-04-08,-9999,-9999,0,0,0,0,-9999
1983-04-09,-9999,-9999,0,0,0,0,-9999
1983-04-10,-9999,-9999,0,0.03,0,0,-9999
1983-04-11,-9999,-9999,0,0.02,0,0,-9999
1983-04-12,-9999,-9999,0,0,0,0,-9999
1983-04-13,-9999,-9999,0,0,0,0,-9999
1983-04-14,-9999,-9999,0,0,0,0,-9999
1983-04-15,-9999,-9999,0,0,0,0,-9999
1983-04-16,-9999,-9999,0,0,0,0,-9999
1983-04-17,-9999,-9999,0,0,0,0,-9999
1983-04-18,-9999,-9999,0,0,0,0,-9999
1983-04-19,-9999,-9999,0,0,0,0,-9999
1983-04-20,-9999,-9999,0,0,0,0,-9999
1983-04-21,-9999,-9999,0,0,0,0,-9999
